"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
50.30,"","","",194.5809,7.9523,182.8625,17.4224,36.9970,11.9700
50.33,"","","",194.5348,8.0426,182.8215,17.4224,36.9970,11.9800
50.37,"","","",194.5411,8.0426,182.7637,17.4224,36.9990,11.9920
50.40,"","","",194.5574,8.0426,182.7479,17.4224,37.0000,11.9860
50.43,"","","",194.5429,7.9523,182.7293,17.4224,37.0010,11.9460
50.47,"","","",194.4806,7.9523,182.7013,17.4224,37.0010,11.9040
50.50,"","","",194.3956,7.9523,182.6724,17.3292,37.0000,11.9120
50.53,"","","",194.3803,8.0426,182.6398,17.2361,36.9990,11.9520
50.57,"","","",194.3983,8.1330,182.5793,17.2361,36.9990,11.9780
50.60,"","","",194.4065,8.3137,182.5560,17.1429,37.0010,11.9560
50.63,"","","",194.4010,8.2234,182.5038,17.2361,37.0010,11.9340
50.67,"","","",194.3983,8.2234,182.4442,17.2361,37.0000,11.9350
50.70,"","","",194.3803,8.1330,182.4153,17.3292,37.0000,11.9510
50.73,"","","",194.3739,8.1330,182.3501,17.4224,37.0000,11.9240
50.77,"","","",194.3730,8.0426,182.3091,17.6087,37.0000,11.8980
50.80,"","","",194.3378,7.9523,182.2811,17.7019,37.0000,11.9030
50.83,"","","",194.2971,7.9523,182.2765,17.7951,37.0000,11.9130
50.87,"","","",194.2736,8.0426,182.3007,17.7019,36.9990,11.9450
50.90,"","","",194.2863,8.1330,182.2774,17.7019,36.9990,11.9760
50.93,"","","",194.2691,8.1330,182.2243,17.5156,37.0000,11.9950
50.97,"","","",194.2619,8.2234,182.1749,17.4224,36.9990,12.0310
51.00,"","","",194.2293,8.2234,182.1237,17.3292,37.0010,11.9940
51.03,"","","",194.1959,8.2234,182.1153,17.2361,37.0010,11.9750
51.07,"","","",194.1896,8.2234,182.0612,17.1429,37.0010,11.9380
51.10,"","","",194.2058,8.1330,182.0305,17.0497,37.0000,11.9570
51.13,"","","",194.1950,8.0426,181.9895,17.0497,37.0000,11.9650
51.17,"","","",194.1661,8.0426,181.9653,16.9566,37.0010,11.9450
51.20,"","","",194.1534,8.0426,181.9569,16.9566,37.0000,11.9520
51.23,"","","",194.1200,8.1330,181.8954,16.9566,36.9990,11.9710
51.27,"","","",194.0784,8.1330,181.8497,17.0497,37.0000,11.9650
51.30,"","","",194.0703,8.0426,181.8143,17.0497,37.0000,11.9320
51.33,"","","",194.0757,7.9523,181.8143,16.9566,36.9990,11.9800
51.37,"","","",194.0631,7.9523,181.7622,16.9566,36.9970,12.0440
51.40,"","","",194.0242,8.0426,181.7463,16.9566,36.9970,12.0590
51.43,"","","",193.9709,8.1330,181.6830,17.0497,36.9990,12.0710
51.47,"","","",193.9619,8.1330,181.6504,17.0497,37.0000,12.0840
51.50,"","","",193.9772,8.1330,181.5982,17.0497,37.0010,12.0580
51.53,"","","",193.9700,8.0426,181.5479,17.1429,37.0020,12.0240
51.57,"","","",193.9212,8.1330,181.5274,17.1429,37.0020,11.9890
51.60,"","","",193.9067,8.2234,181.5199,17.1429,37.0010,11.9700
51.63,"","","",193.9049,8.2234,181.4603,17.1429,36.9990,11.9990
51.67,"","","",193.8959,8.2234,181.4202,17.2361,37.0000,12.0140
51.70,"","","",193.8733,8.2234,181.4277,17.2361,37.0010,11.9910
51.73,"","","",193.8625,8.1330,181.3737,17.2361,37.0010,11.9620
51.77,"","","",193.8670,8.0426,181.3504,17.1429,37.0020,11.9240
51.80,"","","",193.8408,8.0426,181.3159,17.1429,37.0010,11.9100
51.83,"","","",193.8236,8.1330,181.2563,17.0497,37.0000,11.8960
51.87,"","","",193.8272,8.2234,181.2246,17.0497,37.0000,11.8870
51.90,"","","",193.7902,8.3137,181.1799,17.0497,37.0000,11.8950
51.93,"","","",193.7251,8.4041,181.1249,17.1429,36.9990,11.9320
51.97,"","","",193.6980,8.4945,181.0979,17.1429,36.9980,11.9830
52.00,"","","",193.6618,8.6752,181.0904,17.2361,36.9990,11.9930
52.03,"","","",193.6573,8.7656,181.0476,17.3292,37.0000,11.9930
52.07,"","","",193.6519,8.7656,180.9805,17.4224,37.0000,11.9860
52.10,"","","",193.6320,8.7656,180.9544,17.6087,36.9990,12.0200
52.13,"","","",193.6573,8.7656,180.9861,17.7019,37.0010,11.9810
52.17,"","","",193.6239,8.8559,180.9619,17.7019,37.0000,11.9800
52.20,"","","",193.6139,8.8559,180.9106,17.6087,37.0010,11.9440
52.23,"","","",193.6420,8.7656,180.8845,17.4224,37.0010,11.9180
52.27,"","","",193.5968,8.7656,180.8342,17.3292,37.0000,11.9390
52.30,"","","",193.5462,8.7656,180.7923,17.3292,37.0000,11.9140
52.33,"","","",193.5543,8.6752,180.7522,17.3292,37.0000,11.8840
52.37,"","","",193.5182,8.7656,180.7261,17.3292,36.9990,11.9190
52.40,"","","",193.4685,8.8559,180.6898,17.2361,36.9980,11.9670
52.43,"","","",193.4874,8.8559,180.6376,17.3292,36.9990,11.9970
52.47,"","","",193.5019,8.6752,180.5715,17.3292,37.0000,11.9950
52.50,"","","",193.4775,8.6752,180.5081,17.5156,37.0020,11.9440
52.53,"","","",193.4829,8.4945,180.4960,17.5156,37.0010,11.9340
52.57,"","","",193.4522,8.4041,180.4690,17.5156,37.0000,11.9570
52.60,"","","",193.4215,8.4041,180.4299,17.6087,37.0000,11.9620
52.63,"","","",193.4142,8.4041,180.3889,17.7019,37.0010,11.9250
52.67,"","","",193.3871,8.3137,180.3572,17.7019,37.0000,11.9410
52.70,"","","",193.3428,8.3137,180.3386,17.7019,37.0000,11.9320
52.73,"","","",193.3582,8.3137,180.3190,17.6087,36.9990,11.9720
52.77,"","","",193.3483,8.3137,180.2827,17.6087,36.9990,12.0040
52.80,"","","",193.3257,8.4041,180.2417,17.6087,37.0000,12.0020
52.83,"","","",193.3528,8.2234,180.2296,17.6087,37.0010,11.9680
52.87,"","","",193.3654,8.0426,180.1867,17.6087,36.9990,12.0190
52.90,"","","",193.3058,8.0426,180.1289,17.7019,37.0010,11.9750
52.93,"","","",193.2615,8.0426,180.0609,17.7019,37.0010,11.9670
52.97,"","","",193.2787,7.9523,180.0190,17.7951,37.0000,11.9730
53.00,"","","",193.2931,7.8619,180.0423,17.8882,37.0000,11.9750
53.03,"","","",193.2859,7.6812,180.0060,17.7951,37.0000,11.9810
53.07,"","","",193.2290,7.5908,179.9706,17.7951,37.0010,11.9320
53.10,"","","",193.1928,7.5908,179.9454,17.7019,37.0010,11.9340
53.13,"","","",193.1558,7.5004,179.9081,17.6087,36.9990,11.9870
53.17,"","","",193.1648,7.5004,179.8755,17.6087,36.9990,12.0070
53.20,"","","",193.1693,7.3197,179.8271,17.6087,37.0000,12.0020
53.23,"","","",193.1711,7.2293,179.7525,17.7019,37.0000,12.0140
53.27,"","","",193.1440,7.1390,179.7451,17.7019,37.0000,12.0110
53.30,"","","",193.1151,7.2293,179.7218,17.7951,37.0010,11.9680
53.33,"","","",193.0970,7.3197,179.6594,17.7951,37.0030,11.8990
53.37,"","","",193.0853,7.3197,179.6407,17.7951,37.0000,11.9550
53.40,"","","",193.0510,7.4101,179.5942,17.8882,37.0000,11.9240
53.43,"","","",193.0338,7.5004,179.5802,17.9814,36.9990,11.9540
53.47,"","","",193.0184,7.5004,179.5597,17.8882,36.9980,12.0000
53.50,"","","",193.0220,7.5004,179.5252,17.7019,36.9980,12.0230
53.53,"","","",193.0013,7.5908,179.4796,17.6087,36.9990,12.0530
53.57,"","","",192.9642,7.5004,179.4563,17.5156,37.0000,12.0470
53.60,"","","",192.9543,7.5004,179.4013,17.4224,37.0010,12.0130
53.63,"","","",192.9416,7.5908,179.3929,17.3292,37.0010,11.9780
53.67,"","","",192.9217,7.5908,179.3622,17.2361,37.0020,11.9460
53.70,"","","",192.9199,7.6812,179.3091,17.1429,37.0010,11.9200
53.73,"","","",192.8964,7.7715,179.2774,17.0497,37.0000,11.9490
53.77,"","","",192.8729,7.8619,179.2280,17.0497,36.9990,11.9810
53.80,"","","",192.8558,7.9523,179.2150,17.0497,36.9990,12.0290
53.83,"","","",192.8133,8.0426,179.1432,17.1429,37.0000,12.0090
53.87,"","","",192.8079,8.0426,179.1190,17.2361,37.0010,11.9620
53.90,"","","",192.8079,8.0426,179.0827,17.2361,37.0010,11.9440
53.93,"","","",192.7979,8.1330,179.0724,17.2361,37.0010,11.9070
53.97,"","","",192.7934,8.1330,179.0445,17.2361,37.0010,11.8850
54.00,"","","",192.7781,8.1330,179.0249,17.2361,37.0000,11.8780
54.03,"","","",192.7573,8.2234,178.9923,17.1429,36.9980,11.9310
54.07,"","","",192.7609,8.2234,178.9373,17.1429,36.9980,11.9420
54.10,"","","",192.7401,8.2234,178.9010,17.1429,37.0010,11.9040
54.13,"","","",192.7500,8.2234,178.8218,17.1429,36.9990,11.9430
54.17,"","","",192.7464,8.0426,178.7445,17.2361,36.9990,11.9800
54.20,"","","",192.6832,7.9523,178.7398,17.3292,37.0000,11.9570
54.23,"","","",192.6253,8.0426,178.7603,17.3292,37.0010,11.9100
54.27,"","","",192.6633,8.0426,178.7603,17.3292,37.0010,11.8890
54.30,"","","",192.6452,8.0426,178.7286,17.3292,37.0000,11.9050
54.33,"","","",192.6271,7.9523,178.6578,17.2361,37.0010,11.8650
54.37,"","","",192.6389,7.7715,178.6615,17.1429,36.9990,11.8980
54.40,"","","",192.6280,7.6812,178.6401,17.0497,37.0000,11.8840
54.43,"","","",192.6027,7.5908,178.5879,16.9566,36.9990,11.9340
54.47,"","","",192.5603,7.6812,178.5451,16.8634,36.9980,11.9560
54.50,"","","",192.5070,7.7715,178.5237,16.7702,36.9980,11.9860
54.53,"","","",192.4889,7.7715,178.4761,16.6771,37.0000,12.0030
54.57,"","","",192.5033,7.7715,178.4240,16.7702,37.0000,11.9980
54.60,"","","",192.4889,7.7715,178.3783,16.8634,37.0010,11.9700
54.63,"","","",192.4582,7.7715,178.3429,16.8634,37.0020,11.9480
54.67,"","","",192.4726,7.6812,178.2805,16.9566,37.0020,11.9040
54.70,"","","",192.4554,7.6812,178.2218,17.0497,37.0020,11.8760
54.73,"","","",192.4500,7.6812,178.2432,17.1429,37.0010,11.8530
54.77,"","","",192.4374,7.5908,178.2078,17.1429,37.0010,11.8310
54.80,"","","",192.3904,7.6812,178.1566,17.2361,36.9990,11.8860
54.83,"","","",192.3732,7.6812,178.1547,17.1429,36.9990,11.9080
54.87,"","","",192.3696,7.6812,178.1156,17.1429,36.9970,11.9620
54.90,"","","",192.3461,7.6812,178.0718,17.1429,36.9980,11.9800
54.93,"","","",192.3045,7.7715,178.0224,17.1429,36.9980,11.9950
54.97,"","","",192.2955,7.7715,177.9581,17.2361,36.9990,12.0200
55.00,"","","",192.3109,7.8619,177.9414,17.2361,37.0000,12.0350
55.03,"","","",192.3434,7.6812,177.8892,17.3292,37.0000,12.0700
55.07,"","","",192.3172,7.6812,177.8491,17.4224,37.0010,12.0410
55.10,"","","",192.2756,7.6812,177.8491,17.4224,37.0020,11.9810
55.13,"","","",192.2711,7.5908,177.8184,17.4224,37.0010,11.9800
55.17,"","","",192.2250,7.7715,177.7960,17.5156,37.0000,11.9950
55.20,"","","",192.2250,7.7715,177.7699,17.5156,37.0000,11.9870
55.23,"","","",192.2024,7.8619,177.7532,17.5156,37.0000,11.9990
55.27,"","","",192.1527,7.9523,177.7140,17.4224,37.0000,12.0190
55.30,"","","",192.1166,8.0426,177.6730,17.4224,37.0010,11.9580
55.33,"","","",192.1166,8.1330,177.6432,17.3292,37.0010,11.9400
55.37,"","","",192.0967,8.1330,177.6013,17.2361,37.0000,11.9250
55.40,"","","",192.1066,8.1330,177.5780,17.1429,37.0010,11.8990
55.43,"","","",192.0958,8.1330,177.5687,17.0497,36.9990,11.9430
55.47,"","","",192.0994,8.0426,177.5389,17.0497,36.9980,11.9790
55.50,"","","",192.0858,7.9523,177.4718,17.1429,36.9990,12.0050
55.53,"","","",192.0533,7.9523,177.4261,17.3292,36.9990,12.0310
55.57,"","","",192.0569,8.0426,177.3945,17.3292,36.9990,12.0720
55.60,"","","",192.0090,8.0426,177.3628,17.2361,36.9990,12.0870
55.63,"","","",191.9783,8.0426,177.3404,17.1429,37.0010,12.0470
55.67,"","","",191.9910,8.0426,177.2845,17.1429,37.0020,12.0240
55.70,"","","",192.0027,7.9523,177.2417,17.0497,37.0010,12.0070
55.73,"","","",191.9720,7.8619,177.1960,17.0497,37.0020,11.9720
55.77,"","","",191.9413,7.7715,177.1392,17.0497,37.0000,11.9860
55.80,"","","",191.9141,7.7715,177.1215,17.0497,37.0010,11.9520
55.83,"","","",191.9105,7.8619,177.1168,16.9566,37.0000,11.9550
55.87,"","","",191.8825,7.9523,177.0544,16.9566,36.9990,11.9900
55.90,"","","",191.8292,8.0426,177.0087,16.9566,37.0000,11.9710
55.93,"","","",191.8355,8.1330,176.9668,17.0497,36.9990,12.0080
55.97,"","","",191.8690,8.1330,176.9808,16.9566,37.0000,11.9810
56.00,"","","",191.9132,7.9523,176.9510,17.0497,37.0010,11.9500
56.03,"","","",191.8581,7.8619,176.9240,17.0497,37.0020,11.9120
56.07,"","","",191.8220,7.7715,176.8876,17.0497,37.0000,11.8980
56.10,"","","",191.7958,7.6812,176.8187,17.0497,36.9990,11.9360
56.13,"","","",191.7506,7.7715,176.8075,17.0497,36.9990,11.9740
56.17,"","","",191.7343,7.8619,176.7823,17.0497,37.0000,11.9960
56.20,"","","",191.7370,7.8619,176.7022,17.0497,36.9990,12.0190
56.23,"","","",191.7415,7.7715,176.6827,17.0497,36.9980,12.0630
56.27,"","","",191.7063,7.8619,176.6687,17.1429,36.9990,12.0440
56.30,"","","",191.6693,7.9523,176.6398,17.1429,37.0000,12.0240
56.33,"","","",191.6512,8.0426,176.6025,17.2361,37.0020,11.9780
56.37,"","","",191.6638,7.9523,176.5364,17.3292,37.0000,11.9800
56.40,"","","",191.6783,7.7715,176.5028,17.5156,37.0020,11.9220
56.43,"","","",191.6421,7.6812,176.4749,17.5156,37.0000,11.9280
56.47,"","","",191.5843,7.6812,176.4758,17.5156,37.0010,11.9070
56.50,"","","",191.5852,7.6812,176.4246,17.5156,36.9990,11.9430
56.53,"","","",191.5961,7.6812,176.3948,17.5156,36.9990,11.9690
56.57,"","","",191.5689,7.5908,176.3603,17.5156,36.9990,11.9900
56.60,"","","",191.5482,7.6812,176.3137,17.5156,37.0000,12.0050
56.63,"","","",191.5744,7.6812,176.2606,17.5156,37.0010,11.9680
56.67,"","","",191.5680,7.6812,176.2261,17.5156,37.0000,11.9500
56.70,"","","",191.5662,7.5908,176.2028,17.5156,37.0010,11.9220
56.73,"","","",191.5418,7.5908,176.1879,17.4224,36.9990,11.9610
56.77,"","","",191.4849,7.5908,176.1637,17.3292,36.9970,12.0130
56.80,"","","",191.4497,7.5908,176.1190,17.2361,36.9980,12.0200
56.83,"","","",191.4777,7.5004,176.0920,17.1429,36.9990,12.0410
56.87,"","","",191.4786,7.4101,176.0715,17.0497,36.9970,12.0980
56.90,"","","",191.4280,7.4101,176.0091,17.0497,36.9980,12.0920
56.93,"","","",191.3801,7.5004,175.9867,16.9566,37.0000,12.1020
56.97,"","","",191.3593,7.5908,175.9783,16.8634,37.0010,12.0620
57.00,"","","",191.3385,7.6812,175.9327,16.7702,37.0010,12.0360
57.03,"","","",191.3250,7.6812,175.8982,16.7702,37.0010,12.0030
57.07,"","","",191.3069,7.6812,175.8479,16.7702,37.0000,12.0260
57.10,"","","",191.3277,7.6812,175.7976,16.8634,36.9990,12.0530
57.13,"","","",191.2978,7.7715,175.7631,16.9566,36.9990,12.0890
57.17,"","","",191.2807,7.7715,175.7473,16.8634,37.0010,12.0560
57.20,"","","",191.3024,7.7715,175.7333,16.8634,37.0010,12.0350
57.23,"","","",191.3394,7.7715,175.6783,16.9566,37.0000,12.0420
57.27,"","","",191.3132,7.6812,175.6541,16.9566,36.9990,12.0690
57.30,"","","",191.2436,7.6812,175.6317,16.9566,37.0010,12.0490
57.33,"","","",191.1759,7.5908,175.5665,16.8634,37.0000,12.0670
57.37,"","","",191.1903,7.5908,175.5674,16.7702,37.0000,12.0750
57.40,"","","",191.2192,7.5004,175.5320,16.7702,37.0040,11.9890
57.43,"","","",191.2201,7.4101,175.4920,16.7702,37.0030,11.9780
57.47,"","","",191.1939,7.4101,175.4519,16.6771,37.0010,11.9940
57.50,"","","",191.1388,7.5004,175.4053,16.6771,37.0000,12.0250
57.53,"","","",191.1171,7.5004,175.3783,16.6771,37.0010,11.9920
57.57,"","","",191.1045,7.5004,175.3429,16.7702,37.0010,11.9630
57.60,"","","",191.0963,7.5908,175.3271,16.6771,37.0000,11.9450
57.63,"","","",191.0819,7.5908,175.2795,16.6771,36.9990,11.9870
57.67,"","","",191.0584,7.6812,175.2479,16.6771,36.9990,12.0230
57.70,"","","",191.0819,7.6812,175.2376,16.6771,37.0000,12.0470
57.73,"","","",191.0638,7.5908,175.2171,16.5839,37.0010,12.0000
57.77,"","","",191.0448,7.5908,175.1696,16.5839,37.0000,12.0260
57.80,"","","",191.0394,7.5908,175.1044,16.5839,37.0000,12.0510
57.83,"","","",190.9969,7.6812,175.0504,16.6771,37.0010,12.0150
57.87,"","","",190.9942,7.5908,175.0485,16.6771,37.0010,11.9860
57.90,"","","",190.9915,7.5908,175.0289,16.5839,37.0010,11.9640
57.93,"","","",190.9517,7.6812,174.9945,16.5839,37.0010,11.9260
57.97,"","","",190.9102,7.6812,174.9656,16.5839,37.0010,11.9140
58.00,"","","",190.9138,7.5908,174.9488,16.5839,36.9980,11.9760
58.03,"","","",190.9373,7.5004,174.9292,16.5839,36.9980,11.9940
58.07,"","","",190.9057,7.4101,174.8882,16.4907,36.9990,12.0070
58.10,"","","",190.8758,7.4101,174.8370,16.4907,36.9990,12.0520
58.13,"","","",190.8704,7.4101,174.7606,16.5839,37.0010,12.0090
58.17,"","","",190.8903,7.2293,174.7345,16.5839,37.0010,11.9870
58.20,"","","",190.8813,7.1390,174.7177,16.5839,37.0000,11.9710
58.23,"","","",190.8144,7.1390,174.7094,16.5839,37.0020,11.9310
58.27,"","","",190.7584,7.2293,174.6423,16.5839,37.0000,11.9450
58.30,"","","",190.7186,7.4101,174.6255,16.4907,36.9990,11.9710
58.33,"","","",190.7240,7.5908,174.6059,16.4907,36.9990,11.9910
58.37,"","","",190.7602,7.6812,174.5705,16.3975,37.0000,11.9830
58.40,"","","",190.7358,7.7715,174.5379,16.3975,36.9990,12.0310
58.43,"","","",190.7023,7.8619,174.5202,16.3975,36.9990,12.0630
58.47,"","","",190.6960,7.9523,174.4858,16.3975,36.9990,12.0900
58.50,"","","",190.6698,8.0426,174.4438,16.3975,37.0010,12.0490
58.53,"","","",190.6156,8.1330,174.3972,16.3975,37.0010,12.0230
58.57,"","","",190.6246,8.0426,174.3730,16.3975,37.0020,11.9570
58.60,"","","",190.6472,7.9523,174.3535,16.3975,37.0000,12.0010
58.63,"","","",190.6490,7.8619,174.2985,16.3044,36.9980,12.0520
58.67,"","","",190.5921,8.0426,174.2491,16.3975,36.9980,12.0720
58.70,"","","",190.5731,8.1330,174.1988,16.4907,36.9980,12.0950
58.73,"","","",190.5469,8.1330,174.1811,16.4907,37.0000,12.1060
58.77,"","","",190.5189,8.1330,174.1699,16.4907,36.9990,12.1440
58.80,"","","",190.5252,8.1330,174.1522,16.3975,36.9990,12.1520
58.83,"","","",190.5117,8.1330,174.1410,16.3975,37.0000,12.1290
58.87,"","","",190.4855,8.2234,174.0972,16.3975,37.0020,12.0540
58.90,"","","",190.4800,8.3137,174.0656,16.3044,37.0030,12.0240
58.93,"","","",190.4827,8.3137,174.0246,16.3044,37.0020,12.0000
58.97,"","","",190.4900,8.2234,173.9743,16.3044,37.0010,11.9960
59.00,"","","",190.4583,8.2234,173.9109,16.3975,37.0030,11.9220
59.03,"","","",190.4376,8.2234,173.8541,16.4907,37.0000,11.9550
59.07,"","","",190.4674,8.0426,173.8681,16.4907,36.9980,11.9920
59.10,"","","",190.4683,7.9523,173.8485,16.3975,36.9970,12.0500
59.13,"","","",190.4547,7.7715,173.8289,16.3975,36.9980,12.0600
59.17,"","","",190.4141,7.6812,173.7665,16.4907,36.9990,12.0810
59.20,"","","",190.3743,7.5908,173.7311,16.5839,36.9990,12.1180
59.23,"","","",190.3454,7.5908,173.6696,16.6771,37.0000,12.1040
59.27,"","","",190.3237,7.5908,173.6277,16.7702,37.0010,12.0900
59.30,"","","",190.3309,7.5908,173.5904,16.7702,37.0000,12.0560
59.33,"","","",190.3526,7.5004,173.5876,16.7702,36.9980,12.1090
59.37,"","","",190.3246,7.3197,173.5913,16.6771,37.0000,12.1210
59.40,"","","",190.2975,7.2293,173.5233,16.6771,37.0000,12.1300
59.43,"","","",190.2731,7.2293,173.4637,16.6771,37.0010,12.0920
59.47,"","","",190.2541,7.2293,173.4255,16.8634,37.0000,12.0830
59.50,"","","",190.2198,7.1390,173.3976,16.9566,37.0010,12.0300
59.53,"","","",190.1936,7.0486,173.3603,17.0497,37.0000,12.0550
59.57,"","","",190.1891,7.0486,173.3547,17.0497,36.9980,12.0990
59.60,"","","",190.1782,7.0486,173.3342,17.0497,36.9990,12.1020
59.63,"","","",190.1647,7.2293,173.2913,17.1429,37.0000,12.1210
59.67,"","","",190.1719,7.2293,173.2410,17.1429,37.0010,12.0880
59.70,"","","",190.1321,7.2293,173.2373,17.1429,37.0020,12.0270
59.73,"","","",190.1032,7.2293,173.2131,17.0497,37.0010,12.0390
59.77,"","","",190.0752,7.3197,173.1637,17.0497,37.0010,12.0010
59.80,"","","",190.0680,7.4101,173.1274,16.9566,37.0020,11.9600
59.83,"","","",190.1140,7.3197,173.0957,16.9566,37.0010,11.9400
59.87,"","","",190.1312,7.3197,173.0789,16.8634,37.0000,11.9670
59.90,"","","",190.1168,7.2293,173.0547,16.8634,37.0000,11.9960
59.93,"","","",190.1005,7.1390,173.0417,16.6771,37.0000,12.0050
59.97,"","","",190.0598,7.0486,172.9681,16.6771,37.0010,11.9710
60.00,"","","",190.0210,7.0486,172.8917,16.7702,37.0010,11.9430
60.03,"","","",189.9821,7.1390,172.8982,16.8634,37.0000,11.9760
60.07,"","","",189.9451,7.2293,172.8879,16.7702,36.9990,12.0040
60.10,"","","",189.9180,7.4101,172.8740,16.6771,36.9990,12.0460
60.13,"","","",189.9098,7.5908,172.8302,16.5839,36.9980,12.0920
60.17,"","","",189.9062,7.6812,172.7901,16.4907,36.9990,12.0990
60.20,"","","",189.8899,7.8619,172.7407,16.3975,37.0010,12.0370
60.23,"","","",189.8737,7.9523,172.6699,16.3975,37.0010,12.0120
60.27,"","","",189.8863,7.9523,172.6410,16.3975,37.0020,11.9760
60.30,"","","",189.9089,7.8619,172.6308,16.3044,37.0020,11.9600
60.33,"","","",189.9243,7.7715,172.5982,16.3975,37.0000,11.9850
60.37,"","","",189.9008,7.6812,172.5507,16.4907,37.0010,11.9360
60.40,"","","",189.8475,7.6812,172.5097,16.4907,37.0000,11.9560
60.43,"","","",189.8330,7.5004,172.4826,16.4907,36.9970,12.0300
60.47,"","","",189.8167,7.4101,172.5013,16.3044,36.9980,12.0480
60.50,"","","",189.7941,7.3197,172.4594,16.3044,36.9970,12.0780
60.53,"","","",189.7643,7.4101,172.3876,16.3044,36.9980,12.1040
60.57,"","","",189.7616,7.4101,172.3410,16.3975,37.0010,12.0720
60.60,"","","",189.7390,7.4101,172.3364,16.3975,37.0000,12.0720
60.63,"","","",189.6984,7.5004,172.3224,16.3975,37.0000,12.0390
60.67,"","","",189.6541,7.5004,172.3028,16.3975,37.0000,12.0050
60.70,"","","",189.6387,7.5908,172.2572,16.3044,36.9990,12.0450
60.73,"","","",189.6306,7.5908,172.2143,16.3044,36.9990,12.0800
60.77,"","","",189.6604,7.5908,172.2097,16.2112,37.0000,12.0980
60.80,"","","",189.6713,7.5908,172.1826,16.2112,37.0000,12.1150
60.83,"","","",189.6441,7.5908,172.1519,16.2112,37.0010,12.0840
60.87,"","","",189.6071,7.5908,172.1156,16.2112,37.0010,12.0590
60.90,"","","",189.5827,7.6812,172.0671,16.2112,37.0000,12.0350
60.93,"","","",189.5890,7.6812,172.0382,16.2112,37.0000,12.0090
60.97,"","","",189.5737,7.6812,172.0252,16.1180,36.9990,12.0410
61.00,"","","",189.5493,7.6812,171.9758,16.1180,37.0000,12.0680
61.03,"","","",189.5456,7.7715,171.8948,16.2112,37.0000,12.0580
61.07,"","","",189.5646,7.6812,171.8379,16.3044,37.0000,12.0880
61.10,"","","",189.5890,7.6812,171.8212,16.3975,36.9990,12.1210
61.13,"","","",189.5511,7.5908,171.7904,16.3975,36.9990,12.1520
61.17,"","","",189.5167,7.5004,171.7802,16.4907,37.0010,12.1190
61.20,"","","",189.5294,7.3197,171.7690,16.3975,37.0020,12.0700
61.23,"","","",189.4923,7.1390,171.7494,16.3044,37.0010,12.0570
61.27,"","","",189.4824,6.9582,171.6982,16.2112,37.0000,12.0340
61.30,"","","",189.4914,6.7775,171.6516,16.3044,37.0010,11.9910
61.33,"","","",189.4381,6.7775,171.5882,16.3975,37.0010,11.9640
61.37,"","","",189.4236,6.7775,171.5426,16.4907,37.0000,11.9580
61.40,"","","",189.4029,6.7775,171.5333,16.4907,36.9980,12.0220
61.43,"","","",189.3920,6.8679,171.5007,16.4907,36.9980,12.0370
61.47,"","","",189.3712,6.9582,171.4727,16.4907,36.9990,12.0650
61.50,"","","",189.3450,7.0486,171.4708,16.3975,37.0000,12.0830
61.53,"","","",189.3586,7.0486,171.4382,16.3975,36.9990,12.1180
61.57,"","","",189.3514,7.0486,171.4168,16.3975,37.0000,12.1040
61.60,"","","",189.2700,7.1390,171.3861,16.3975,37.0020,12.0720
61.63,"","","",189.2276,7.2293,171.3348,16.3975,37.0000,12.0820
61.67,"","","",189.2474,7.2293,171.3059,16.3975,36.9990,12.1110
61.70,"","","",189.2547,7.1390,171.2966,16.3975,37.0000,12.1290
61.73,"","","",189.2321,7.1390,171.2677,16.3975,37.0010,12.0850
61.77,"","","",189.2312,7.0486,171.2081,16.3975,37.0010,12.0470
61.80,"","","",189.2420,7.0486,171.1830,16.3044,37.0020,12.0090
61.83,"","","",189.2384,6.9582,171.1298,16.3044,37.0010,12.0070
61.87,"","","",189.2004,6.9582,171.0851,16.3975,37.0010,11.9830
61.90,"","","",189.2149,6.8679,171.0684,16.4907,37.0010,11.9780
61.93,"","","",189.1950,6.7775,171.0264,16.5839,37.0000,11.9870
61.97,"","","",189.1535,6.8679,171.0059,16.5839,36.9990,12.0220
62.00,"","","",189.1498,6.9582,170.9668,16.4907,36.9990,12.0560
62.03,"","","",189.1146,7.1390,170.9184,16.5839,37.0010,12.0110
62.07,"","","",189.0839,7.2293,170.8988,16.5839,37.0010,11.9810
62.10,"","","",189.0703,7.3197,170.8671,16.4907,36.9990,12.0330
62.13,"","","",189.0342,7.4101,170.8271,16.4907,36.9980,12.0620
62.17,"","","",189.0197,7.5004,170.8121,16.3975,36.9990,12.0810
62.20,"","","",188.9971,7.6812,170.8047,16.3044,36.9990,12.0930
62.23,"","","",188.9818,7.8619,170.7767,16.2112,37.0000,12.0800
62.27,"","","",188.9953,7.8619,170.7059,16.1180,36.9990,12.1170
62.30,"","","",188.9727,7.9523,170.6761,16.0249,37.0010,12.0680
62.33,"","","",188.9790,8.0426,170.6556,16.0249,37.0020,12.0270
62.37,"","","",188.9854,8.0426,170.6109,16.0249,37.0020,11.9940
62.40,"","","",188.9221,8.0426,170.5606,16.1180,37.0010,11.9760
62.43,"","","",188.9113,8.0426,170.5429,16.2112,37.0000,11.9690
