"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
23.83,"","","",198.2660,8.4041,206.2961,15.5590,36.9980,7.2320
23.87,"","","",198.2760,8.4041,206.2681,15.6522,36.9990,7.2500
23.90,"","","",198.2452,8.4041,206.2523,15.6522,37.0000,7.2490
23.93,"","","",198.2064,8.4945,206.2327,15.5590,37.0000,7.2070
23.97,"","","",198.1684,8.4945,206.1815,15.5590,37.0000,7.1760
24.00,"","","",198.1449,8.4945,206.1517,15.5590,37.0010,7.1340
24.03,"","","",198.1449,8.4041,206.0995,15.6522,37.0010,7.1270
24.07,"","","",198.1576,8.3137,206.1032,15.5590,36.9990,7.1660
24.10,"","","",198.1386,8.1330,206.0986,15.4659,36.9990,7.2010
24.13,"","","",198.1115,8.0426,206.0585,15.3727,37.0010,7.1670
24.17,"","","",198.0907,7.9523,206.0324,15.2795,37.0010,7.1530
24.20,"","","",198.1006,7.8619,206.0380,15.0932,36.9990,7.1910
24.23,"","","",198.0491,7.7715,206.0184,14.9069,36.9990,7.2170
24.27,"","","",198.0003,7.7715,205.9774,14.8137,36.9990,7.2680
24.30,"","","",197.9850,7.8619,205.9243,14.7205,36.9990,7.2720
24.33,"","","",197.9814,7.8619,205.8479,14.7205,37.0010,7.2470
24.37,"","","",197.9741,7.8619,205.7846,14.8137,37.0020,7.2200
24.40,"","","",197.9371,7.8619,205.7799,14.9069,37.0030,7.1590
24.43,"","","",197.9199,7.8619,205.7473,14.9069,37.0040,7.1310
24.47,"","","",197.8901,7.8619,205.7315,14.9069,37.0020,7.1290
24.50,"","","",197.8829,7.8619,205.7240,14.8137,37.0020,7.0960
24.53,"","","",197.8946,7.8619,205.6961,14.7205,37.0000,7.1210
24.57,"","","",197.8756,7.9523,205.6821,14.6274,37.0000,7.1220
24.60,"","","",197.8612,7.9523,205.6551,14.5342,37.0010,7.0910
24.63,"","","",197.8576,8.0426,205.6588,14.3479,36.9990,7.1340
24.67,"","","",197.8341,8.2234,205.6327,14.2547,36.9990,7.1760
24.70,"","","",197.7970,8.4041,205.5610,14.1615,36.9980,7.2200
24.73,"","","",197.7744,8.5848,205.5125,14.1615,36.9980,7.2530
24.77,"","","",197.7627,8.5848,205.4827,14.2547,36.9990,7.2560
24.80,"","","",197.7672,8.5848,205.4277,14.3479,36.9990,7.2940
24.83,"","","",197.7338,8.5848,205.4212,14.4410,37.0010,7.2560
24.87,"","","",197.6886,8.6752,205.4072,14.4410,37.0000,7.2660
24.90,"","","",197.7012,8.7656,205.3933,14.4410,37.0010,7.2380
24.93,"","","",197.7021,8.7656,205.3234,14.5342,37.0000,7.2490
24.97,"","","",197.6958,8.6752,205.2423,14.7205,37.0010,7.2150
25.00,"","","",197.6841,8.5848,205.2656,14.8137,37.0010,7.1770
25.03,"","","",197.6551,8.5848,205.2461,14.8137,37.0000,7.2010
25.07,"","","",197.6506,8.4945,205.2284,14.8137,36.9990,7.2320
25.10,"","","",197.6551,8.4945,205.2200,14.8137,37.0000,7.2130
25.13,"","","",197.6244,8.4041,205.1836,14.7205,37.0000,7.1810
25.17,"","","",197.6181,8.3137,205.1510,14.7205,37.0000,7.1680
25.20,"","","",197.6353,8.1330,205.1045,14.7205,36.9990,7.2030
25.23,"","","",197.6081,7.9523,205.0709,14.8137,37.0000,7.1880
25.27,"","","",197.5530,7.8619,205.0420,14.8137,36.9990,7.2240
25.30,"","","",197.5087,7.9523,205.0197,14.8137,37.0010,7.1810
25.33,"","","",197.4825,7.9523,204.9945,14.8137,37.0020,7.1530
25.37,"","","",197.4798,7.9523,204.9451,14.9069,37.0000,7.1510
25.40,"","","",197.4428,7.9523,204.8883,15.0000,37.0000,7.1490
25.43,"","","",197.4039,8.0426,204.8753,15.0000,37.0010,7.0930
25.47,"","","",197.4048,8.0426,204.8445,15.0932,37.0000,7.1160
25.50,"","","",197.4392,7.9523,204.8492,15.0000,36.9990,7.1580
25.53,"","","",197.4563,7.7715,204.8249,14.9069,36.9990,7.1800
25.57,"","","",197.4627,7.5908,204.7914,14.8137,36.9990,7.2180
25.60,"","","",197.4139,7.5908,204.7336,14.7205,37.0000,7.2450
25.63,"","","",197.3416,7.6812,204.6871,14.7205,36.9990,7.2680
25.67,"","","",197.3407,7.6812,204.6461,14.8137,37.0010,7.2480
25.70,"","","",197.3289,7.6812,204.6423,15.0000,37.0010,7.2120
25.73,"","","",197.3352,7.6812,204.6163,15.0000,37.0010,7.1720
25.77,"","","",197.3488,7.6812,204.5846,15.0932,37.0010,7.1500
25.80,"","","",197.2810,7.7715,204.5678,15.1864,37.0000,7.1740
25.83,"","","",197.2268,7.8619,204.5315,15.1864,37.0000,7.2000
25.87,"","","",197.2123,7.9523,204.4756,15.2795,37.0010,7.1720
25.90,"","","",197.1672,8.1330,204.4765,15.1864,37.0000,7.1730
25.93,"","","",197.1419,8.2234,204.4551,15.1864,37.0000,7.1940
25.97,"","","",197.1744,8.3137,204.4281,15.0000,37.0000,7.2010
26.00,"","","",197.1789,8.2234,204.3992,14.9069,36.9980,7.2500
26.03,"","","",197.1663,8.3137,204.3861,14.8137,37.0000,7.2500
26.07,"","","",197.1491,8.3137,204.3880,14.7205,37.0000,7.2570
26.10,"","","",197.1111,8.4041,204.3405,14.6274,37.0000,7.2500
26.13,"","","",197.0741,8.4945,204.2706,14.6274,37.0000,7.2660
26.17,"","","",197.0641,8.5848,204.2426,14.7205,37.0010,7.2290
26.20,"","","",197.0479,8.7656,204.2194,14.6274,37.0010,7.1960
26.23,"","","",197.0316,8.8559,204.1784,14.6274,37.0000,7.1910
26.27,"","","",197.0072,8.8559,204.1439,14.6274,37.0010,7.1660
26.30,"","","",196.9891,8.9463,204.1085,14.8137,37.0020,7.1360
26.33,"","","",196.9693,8.9463,204.0656,14.9069,37.0020,7.1210
26.37,"","","",197.0000,8.9463,204.0498,14.9069,37.0020,7.0950
26.40,"","","",197.0334,8.8559,204.0116,14.9069,37.0020,7.0440
26.43,"","","",197.0181,8.6752,204.0116,14.9069,37.0010,7.0240
26.47,"","","",197.0009,8.4945,203.9827,14.8137,37.0010,7.0060
26.50,"","","",196.9358,8.4041,203.9436,14.7205,36.9970,7.0900
26.53,"","","",196.9132,8.3137,203.9249,14.7205,36.9970,7.1030
26.57,"","","",196.8798,8.2234,203.8867,14.7205,36.9970,7.1390
26.60,"","","",196.8644,8.2234,203.8448,14.7205,36.9990,7.1370
26.63,"","","",196.8563,8.2234,203.8029,14.7205,36.9990,7.1910
26.67,"","","",196.8418,8.2234,203.7740,14.7205,36.9990,7.2040
26.70,"","","",196.8572,8.2234,203.7554,14.8137,36.9990,7.2410
26.73,"","","",196.8346,8.2234,203.7228,14.8137,36.9990,7.2700
26.77,"","","",196.8012,8.3137,203.6911,14.9069,37.0000,7.2600
26.80,"","","",196.7668,8.4041,203.6492,15.0000,37.0010,7.2330
26.83,"","","",196.7623,8.4041,203.5951,15.0000,37.0020,7.1910
26.87,"","","",196.7415,8.3137,203.5541,15.0932,37.0010,7.1820
26.90,"","","",196.7180,8.1330,203.5718,15.0932,37.0000,7.1990
26.93,"","","",196.6972,8.1330,203.5392,15.0932,37.0000,7.2020
26.97,"","","",196.6864,8.1330,203.5197,15.1864,36.9990,7.2330
27.00,"","","",196.6909,8.0426,203.5234,15.1864,37.0000,7.2600
27.03,"","","",196.6864,8.0426,203.4694,15.1864,37.0000,7.2720
27.07,"","","",196.6376,7.9523,203.4256,15.1864,37.0010,7.2600
27.10,"","","",196.6394,7.8619,203.4302,15.1864,37.0020,7.1960
27.13,"","","",196.6430,7.7715,203.3827,15.0932,37.0010,7.1890
27.17,"","","",196.6376,7.6812,203.3231,15.1864,37.0000,7.1780
27.20,"","","",196.6295,7.6812,203.2933,15.2795,37.0000,7.2120
27.23,"","","",196.5771,7.7715,203.2541,15.2795,37.0020,7.1480
27.27,"","","",196.5283,7.8619,203.2271,15.3727,37.0020,7.1400
27.30,"","","",196.5219,7.9523,203.2048,15.3727,37.0010,7.1150
27.33,"","","",196.5210,7.9523,203.2048,15.2795,37.0020,7.0690
27.37,"","","",196.5174,7.8619,203.1656,15.1864,37.0010,7.0740
27.40,"","","",196.5192,7.7715,203.1041,15.1864,36.9980,7.1370
27.43,"","","",196.4948,7.7715,203.0268,15.1864,36.9980,7.1480
27.47,"","","",196.4813,7.8619,203.0361,15.1864,36.9990,7.1830
27.50,"","","",196.4551,7.8619,203.0268,15.1864,36.9990,7.2040
27.53,"","","",196.4460,7.8619,202.9886,15.1864,37.0010,7.1700
27.57,"","","",196.4126,7.9523,202.9793,15.1864,37.0010,7.1390
27.60,"","","",196.4018,8.0426,202.9513,15.0932,37.0000,7.1210
27.63,"","","",196.3584,8.1330,202.8973,15.1864,36.9990,7.1540
27.67,"","","",196.3656,8.2234,202.8563,15.2795,36.9990,7.1800
27.70,"","","",196.3647,8.2234,202.8265,15.2795,37.0010,7.1500
27.73,"","","",196.3557,8.0426,202.7902,15.3727,37.0010,7.1150
27.77,"","","",196.3186,7.9523,202.7631,15.3727,37.0000,7.1270
27.80,"","","",196.2888,7.8619,202.7753,15.2795,37.0000,7.1480
27.83,"","","",196.2906,7.8619,202.7371,15.1864,37.0000,7.1150
27.87,"","","",196.2734,7.8619,202.6877,15.1864,37.0010,7.0730
27.90,"","","",196.2246,7.9523,202.6607,15.1864,37.0010,7.0650
27.93,"","","",196.2563,7.9523,202.6187,15.1864,36.9990,7.0770
27.97,"","","",196.2725,7.8619,202.6159,15.1864,36.9990,7.1060
28.00,"","","",196.2400,7.8619,202.5936,15.0932,36.9980,7.1520
28.03,"","","",196.1894,7.8619,202.5889,15.0000,36.9990,7.1740
28.07,"","","",196.1451,7.8619,202.5470,15.0000,37.0010,7.1280
28.10,"","","",196.1325,7.8619,202.5209,14.9069,37.0010,7.1030
28.13,"","","",196.1487,7.9523,202.4790,14.9069,37.0010,7.0720
28.17,"","","",196.1587,7.8619,202.4585,14.9069,37.0000,7.0790
28.20,"","","",196.1225,7.8619,202.4389,14.9069,36.9980,7.1370
28.23,"","","",196.0936,7.9523,202.4082,14.8137,36.9990,7.1650
28.27,"","","",196.0909,7.9523,202.3970,14.7205,37.0000,7.1730
28.30,"","","",196.0954,7.9523,202.3485,14.7205,37.0000,7.1590
28.33,"","","",196.0647,7.9523,202.3113,14.5342,37.0000,7.1870
28.37,"","","",196.0349,7.9523,202.2423,14.5342,36.9990,7.2120
28.40,"","","",196.0457,7.9523,202.2013,14.6274,37.0020,7.1500
28.43,"","","",196.0403,7.8619,202.1548,14.6274,37.0020,7.1260
28.47,"","","",195.9834,7.8619,202.1072,14.6274,36.9990,7.1840
28.50,"","","",195.9427,7.8619,202.0858,14.7205,36.9990,7.1970
28.53,"","","",195.9562,7.8619,202.0839,14.8137,37.0000,7.1760
28.57,"","","",195.9526,7.7715,202.0700,14.8137,37.0020,7.1420
28.60,"","","",195.9111,7.8619,202.0364,14.8137,37.0010,7.1160
28.63,"","","",195.8668,8.0426,202.0169,14.8137,37.0000,7.1420
28.67,"","","",195.9093,8.0426,201.9600,14.8137,37.0000,7.1620
28.70,"","","",195.9120,7.9523,201.9162,14.9069,36.9990,7.1900
28.73,"","","",195.8315,7.9523,201.8836,15.0000,37.0010,7.1490
28.77,"","","",195.7900,8.0426,201.8678,15.0932,37.0010,7.1110
28.80,"","","",195.8098,8.0426,201.8520,15.1864,37.0010,7.0710
28.83,"","","",195.7981,8.1330,201.8445,15.0932,37.0000,7.1000
28.87,"","","",195.7845,8.0426,201.8296,15.0932,36.9980,7.1380
28.90,"","","",195.7385,8.1330,201.7905,15.0932,36.9990,7.1360
28.93,"","","",195.7412,8.2234,201.7579,15.0000,36.9990,7.1800
28.97,"","","",195.7303,8.3137,201.7243,15.0000,36.9990,7.2000
29.00,"","","",195.7068,8.3137,201.6805,15.0000,36.9990,7.2300
29.03,"","","",195.6734,8.4041,201.6554,15.0932,36.9990,7.2540
29.07,"","","",195.6562,8.4041,201.5985,15.1864,37.0000,7.2820
29.10,"","","",195.6201,8.4945,201.5874,15.2795,37.0010,7.2350
29.13,"","","",195.6156,8.5848,201.5864,15.1864,37.0000,7.2130
29.17,"","","",195.6273,8.5848,201.5566,15.1864,37.0010,7.1860
29.20,"","","",195.6535,8.5848,201.5175,15.1864,37.0010,7.1510
29.23,"","","",195.6689,8.4945,201.4923,15.1864,37.0010,7.1260
29.27,"","","",195.6535,8.4041,201.4784,15.1864,37.0010,7.0900
29.30,"","","",195.6264,8.2234,201.4616,15.0932,37.0000,7.1090
29.33,"","","",195.5776,8.1330,201.4048,15.0000,36.9990,7.1510
29.37,"","","",195.5487,8.1330,201.3666,14.9069,37.0000,7.1170
29.40,"","","",195.5388,8.1330,201.3684,14.8137,36.9990,7.1710
29.43,"","","",195.5125,8.2234,201.3358,14.7205,36.9990,7.2040
29.47,"","","",195.4836,8.2234,201.2687,14.7205,36.9990,7.2350
29.50,"","","",195.4665,8.2234,201.2408,14.6274,37.0000,7.2080
29.53,"","","",195.4574,8.2234,201.1970,14.6274,37.0020,7.1720
29.57,"","","",195.4412,8.2234,201.1607,14.6274,37.0010,7.1420
29.60,"","","",195.4285,8.2234,201.0992,14.6274,37.0010,7.1200
29.63,"","","",195.4294,8.1330,201.0908,14.5342,37.0000,7.1090
29.67,"","","",195.4204,8.0426,201.0787,14.5342,37.0010,7.0840
29.70,"","","",195.4276,7.9523,201.0498,14.5342,37.0010,7.0680
29.73,"","","",195.4159,7.7715,201.0107,14.6274,36.9990,7.1130
29.77,"","","",195.3933,7.6812,200.9976,14.6274,36.9990,7.1420
29.80,"","","",195.3652,7.5908,200.9594,14.7205,36.9980,7.1840
29.83,"","","",195.3363,7.5908,200.9249,14.9069,36.9990,7.1890
29.87,"","","",195.3056,7.5908,200.9138,14.9069,36.9990,7.2360
29.90,"","","",195.2758,7.5908,200.8802,14.9069,37.0010,7.1900
29.93,"","","",195.2704,7.5908,200.8448,14.9069,37.0020,7.1570
29.97,"","","",195.2179,7.7715,200.8197,14.9069,37.0000,7.1410
30.00,"","","",195.2134,7.7715,200.8262,14.9069,37.0000,7.1420
30.03,"","","",195.2125,7.6812,200.7898,14.9069,37.0010,7.1140
30.07,"","","",195.1908,7.7715,200.7442,15.0000,37.0000,7.1410
30.10,"","","",195.1972,7.8619,200.7088,15.0000,36.9990,7.1670
30.13,"","","",195.2080,7.7715,200.6743,15.0932,37.0000,7.1850
30.17,"","","",195.1755,7.7715,200.6585,15.0000,37.0000,7.1930
30.20,"","","",195.1583,7.7715,200.6613,14.9069,37.0000,7.2100
30.23,"","","",195.1646,7.7715,200.6221,14.8137,37.0010,7.1810
30.27,"","","",195.1429,7.7715,200.5532,14.8137,37.0010,7.1500
30.30,"","","",195.0960,7.7715,200.5150,14.8137,37.0010,7.1230
30.33,"","","",195.0878,7.8619,200.5197,14.8137,37.0010,7.1040
30.37,"","","",195.0408,7.9523,200.5066,14.8137,37.0010,7.0650
30.40,"","","",195.0219,8.1330,200.4638,14.8137,37.0000,7.0680
30.43,"","","",195.0688,8.1330,200.4032,14.8137,36.9980,7.1130
30.47,"","","",195.0508,8.2234,200.3911,14.8137,36.9970,7.1630
30.50,"","","",195.0300,8.2234,200.3557,14.8137,36.9990,7.1720
30.53,"","","",195.0110,8.1330,200.2998,14.8137,36.9980,7.2110
30.57,"","","",194.9884,8.0426,200.2793,14.8137,36.9980,7.2460
30.60,"","","",194.9685,7.9523,200.2672,14.8137,37.0000,7.2180
30.63,"","","",194.9532,7.8619,200.2327,14.7205,37.0010,7.1910
30.67,"","","",194.9514,7.7715,200.2048,14.6274,37.0000,7.1690
30.70,"","","",194.9387,7.7715,200.2066,14.6274,37.0000,7.1760
30.73,"","","",194.9261,7.6812,200.1377,14.5342,37.0010,7.1200
30.77,"","","",194.8981,7.6812,200.1116,14.4410,37.0020,7.0910
30.80,"","","",194.8944,7.6812,200.0911,14.4410,37.0010,7.0830
30.83,"","","",194.8483,7.7715,200.0613,14.4410,37.0010,7.0510
30.87,"","","",194.8131,7.8619,200.0193,14.5342,37.0010,7.0140
30.90,"","","",194.8339,7.8619,199.9700,14.5342,36.9990,7.0480
30.93,"","","",194.8032,7.8619,199.9420,14.7205,36.9980,7.1060
30.97,"","","",194.7815,7.9523,199.9243,14.8137,36.9970,7.1420
31.00,"","","",194.7842,7.8619,199.9271,14.8137,36.9980,7.1630
31.03,"","","",194.8068,7.7715,199.9066,14.8137,36.9980,7.1840
31.07,"","","",194.7851,7.5908,199.8423,14.8137,36.9980,7.2050
31.10,"","","",194.7336,7.5004,199.8200,14.9069,37.0000,7.2230
31.13,"","","",194.7191,7.5004,199.7995,14.9069,37.0000,7.1910
31.17,"","","",194.6857,7.5004,199.7706,14.9069,37.0000,7.1960
31.20,"","","",194.6568,7.5908,199.7436,14.9069,36.9990,7.2240
31.23,"","","",194.6116,7.6812,199.6839,15.0000,37.0000,7.2220
31.27,"","","",194.6279,7.7715,199.6271,15.0932,37.0020,7.1720
31.30,"","","",194.6197,7.8619,199.6374,15.0932,37.0020,7.1510
31.33,"","","",194.6297,7.9523,199.6262,15.0000,37.0000,7.1560
31.37,"","","",194.6170,7.9523,199.6057,15.0000,37.0000,7.1170
31.40,"","","",194.6026,7.9523,199.5833,14.9069,36.9990,7.1520
31.43,"","","",194.5601,8.0426,199.5386,14.9069,36.9990,7.1780
31.47,"","","",194.5456,8.0426,199.5032,14.9069,36.9990,7.2080
31.50,"","","",194.5709,7.9523,199.4790,14.9069,36.9990,7.2270
31.53,"","","",194.5628,7.9523,199.4669,14.7205,37.0000,7.2150
31.57,"","","",194.5438,7.7715,199.4454,14.6274,37.0000,7.1890
31.60,"","","",194.4959,7.7715,199.3886,14.6274,37.0000,7.1790
31.63,"","","",194.4706,7.8619,199.3523,14.6274,37.0020,7.1410
31.67,"","","",194.4589,7.8619,199.3504,14.6274,37.0010,7.1200
31.70,"","","",194.4426,7.9523,199.3243,14.4410,37.0020,7.0750
31.73,"","","",194.4236,8.0426,199.2945,14.3479,36.9990,7.1140
31.77,"","","",194.4245,8.0426,199.2591,14.3479,37.0000,7.1180
31.80,"","","",194.4065,7.9523,199.1892,14.3479,36.9990,7.1440
31.83,"","","",194.3793,7.9523,199.1389,14.4410,37.0000,7.1500
31.87,"","","",194.3793,7.9523,199.1315,14.5342,37.0000,7.1460
31.90,"","","",194.3414,7.9523,199.0914,14.6274,37.0000,7.1750
31.93,"","","",194.2881,8.0426,199.0681,14.6274,37.0000,7.1680
31.97,"","","",194.2953,8.1330,199.0523,14.6274,37.0010,7.1350
32.00,"","","",194.2872,8.1330,199.0504,14.6274,37.0010,7.1030
32.03,"","","",194.2700,8.1330,199.0299,14.5342,37.0010,7.0770
32.07,"","","",194.2411,8.1330,198.9721,14.5342,37.0010,7.0370
32.10,"","","",194.2302,8.1330,198.9451,14.5342,37.0000,7.0610
32.13,"","","",194.2131,8.1330,198.9172,14.5342,37.0000,7.0410
32.17,"","","",194.1742,8.2234,198.8734,14.5342,36.9990,7.0700
32.20,"","","",194.1688,8.3137,198.8520,14.6274,36.9990,7.1050
32.23,"","","",194.1706,8.3137,198.8557,14.6274,36.9980,7.1530
32.27,"","","",194.1480,8.4041,198.8315,14.6274,36.9980,7.1840
32.30,"","","",194.1308,8.4041,198.7504,14.6274,36.9980,7.2070
32.33,"","","",194.1308,8.4041,198.6768,14.7205,36.9990,7.2260
32.37,"","","",194.1579,8.2234,198.6554,14.8137,37.0010,7.1780
32.40,"","","",194.1480,8.1330,198.6824,14.8137,37.0020,7.1260
32.43,"","","",194.1082,8.0426,198.6805,14.8137,37.0020,7.1170
32.47,"","","",194.0992,7.9523,198.6516,14.7205,37.0010,7.0860
32.50,"","","",194.0730,7.9523,198.6386,14.6274,37.0020,7.0330
32.53,"","","",194.0676,7.9523,198.6134,14.5342,37.0000,7.0600
32.57,"","","",194.0622,7.9523,198.5697,14.5342,36.9990,7.1030
32.60,"","","",194.0567,7.9523,198.4830,14.7205,36.9990,7.1430
32.63,"","","",194.0793,7.8619,198.4625,14.7205,36.9990,7.1840
32.67,"","","",194.0242,7.7715,198.4551,14.7205,36.9980,7.2180
32.70,"","","",193.9429,7.7715,198.4327,14.7205,36.9990,7.2480
32.73,"","","",193.9338,7.7715,198.3926,14.6274,37.0000,7.2670
32.77,"","","",193.9727,7.7715,198.3638,14.6274,37.0010,7.2280
32.80,"","","",193.9673,7.6812,198.3554,14.6274,37.0010,7.1830
32.83,"","","",193.9347,7.5908,198.3097,14.6274,37.0010,7.1530
32.87,"","","",193.9438,7.4101,198.2566,14.6274,37.0010,7.1250
32.90,"","","",193.9230,7.2293,198.2473,14.5342,37.0010,7.0940
32.93,"","","",193.8923,7.2293,198.2184,14.5342,37.0000,7.1100
32.97,"","","",193.8399,7.2293,198.2119,14.5342,37.0000,7.1330
33.00,"","","",193.8254,7.2293,198.1998,14.3479,37.0010,7.1110
33.03,"","","",193.8055,7.3197,198.1560,14.2547,36.9990,7.1360
33.07,"","","",193.7865,7.3197,198.0982,14.2547,37.0010,7.0980
33.10,"","","",193.8073,7.2293,198.0600,14.2547,37.0000,7.1130
33.13,"","","",193.8082,7.2293,198.0423,14.2547,36.9990,7.1520
33.17,"","","",193.7531,7.2293,198.0097,14.3479,36.9990,7.1760
33.20,"","","",193.7133,7.2293,197.9725,14.4410,37.0010,7.1500
33.23,"","","",193.6971,7.3197,197.9389,14.5342,37.0000,7.1550
33.27,"","","",193.6935,7.4101,197.9072,14.6274,36.9990,7.1920
33.30,"","","",193.6926,7.5004,197.8961,14.6274,36.9990,7.2040
33.33,"","","",193.7206,7.4101,197.8634,14.6274,37.0000,7.2290
33.37,"","","",193.7079,7.4101,197.8290,14.6274,37.0000,7.1960
33.40,"","","",193.6926,7.4101,197.7731,14.6274,37.0020,7.1440
33.43,"","","",193.6763,7.3197,197.7488,14.7205,37.0010,7.1430
33.47,"","","",193.6555,7.4101,197.7582,14.7205,36.9990,7.1850
33.50,"","","",193.6555,7.4101,197.7349,14.7205,37.0000,7.1630
33.53,"","","",193.6627,7.4101,197.6995,14.7205,37.0020,7.1210
33.57,"","","",193.6456,7.3197,197.6436,14.7205,37.0020,7.0810
33.60,"","","",193.5868,7.4101,197.6296,14.6274,37.0010,7.0910
33.63,"","","",193.5751,7.5004,197.6138,14.7205,37.0000,7.1250
33.67,"","","",193.5932,7.4101,197.5476,14.8137,37.0000,7.1530
33.70,"","","",193.5805,7.3197,197.4740,15.0932,36.9990,7.1850
33.73,"","","",193.5173,7.3197,197.4181,15.2795,37.0010,7.1500
33.77,"","","",193.4666,7.4101,197.3920,15.3727,37.0020,7.1000
33.80,"","","",193.4350,7.5004,197.4079,15.4659,37.0010,7.0880
33.83,"","","",193.4450,7.5908,197.3874,15.3727,37.0000,7.0760
33.87,"","","",193.4685,7.5908,197.3454,15.3727,37.0000,7.0650
33.90,"","","",193.4504,7.5004,197.2970,15.3727,36.9980,7.1230
33.93,"","","",193.4242,7.5004,197.2849,15.4659,36.9990,7.1310
33.97,"","","",193.4169,7.4101,197.2867,15.5590,37.0000,7.1240
34.00,"","","",193.4269,7.3197,197.2867,15.4659,36.9990,7.1600
34.03,"","","",193.3654,7.4101,197.2485,15.3727,37.0000,7.1410
34.07,"","","",193.3221,7.5908,197.2038,15.3727,37.0010,7.0960
34.10,"","","",193.3085,7.6812,197.1815,15.3727,37.0010,7.0810
34.13,"","","",193.2904,7.6812,197.1256,15.2795,37.0010,7.0440
34.17,"","","",193.2651,7.7715,197.1097,15.2795,37.0000,7.0400
34.20,"","","",193.2471,7.7715,197.0874,15.2795,36.9990,7.0600
34.23,"","","",193.2877,7.7715,197.0380,15.2795,37.0000,7.0580
34.27,"","","",193.3184,7.5908,196.9961,15.2795,37.0000,7.0560
34.30,"","","",193.3040,7.5908,197.0110,15.1864,36.9990,7.1040
34.33,"","","",193.2787,7.5004,196.9579,15.0932,37.0000,7.1310
34.37,"","","",193.2380,7.5908,196.9243,15.0000,37.0000,7.1280
34.40,"","","",193.2100,7.6812,196.9085,15.0000,37.0000,7.1390
34.43,"","","",193.2055,7.5908,196.8833,14.9069,36.9990,7.1760
34.47,"","","",193.1612,7.6812,196.8470,14.9069,36.9990,7.2020
34.50,"","","",193.1585,7.6812,196.8218,14.8137,37.0010,7.1690
34.53,"","","",193.1711,7.7715,196.8060,14.8137,37.0020,7.1360
34.57,"","","",193.1612,7.7715,196.7967,14.7205,37.0010,7.1000
34.60,"","","",193.1088,7.9523,196.7566,14.6274,37.0010,7.0790
34.63,"","","",193.0934,8.0426,196.6961,14.6274,37.0000,7.0580
34.67,"","","",193.0799,7.9523,196.6504,14.6274,36.9990,7.0890
34.70,"","","",193.0564,8.0426,196.5964,14.6274,36.9990,7.1260
34.73,"","","",193.0726,7.9523,196.5591,14.7205,36.9990,7.1580
34.77,"","","",193.0356,7.9523,196.5209,14.8137,37.0000,7.1410
34.80,"","","",193.0049,7.9523,196.5051,14.8137,37.0000,7.1720
34.83,"","","",193.0410,7.8619,196.4790,14.8137,37.0000,7.1970
34.87,"","","",193.0031,7.7715,196.4697,14.8137,37.0010,7.1580
34.90,"","","",192.9751,7.6812,196.4389,14.7205,37.0010,7.1300
34.93,"","","",193.0004,7.5908,196.4361,14.7205,37.0010,7.0950
34.97,"","","",192.9769,7.5004,196.3886,14.6274,37.0010,7.0760
35.00,"","","",192.9353,7.4101,196.3169,14.6274,37.0000,7.0750
35.03,"","","",192.9407,7.2293,196.2759,14.8137,36.9980,7.1170
35.07,"","","",192.8738,7.3197,196.2684,15.0000,36.9960,7.2020
35.10,"","","",192.8341,7.5004,196.2600,15.0932,36.9970,7.2000
35.13,"","","",192.8693,7.5908,196.2237,15.1864,36.9990,7.2150
35.17,"","","",192.8702,7.5908,196.1836,15.2795,36.9990,7.2240
35.20,"","","",192.8151,7.5908,196.1529,15.3727,37.0000,7.2440
35.23,"","","",192.7826,7.6812,196.1697,15.3727,37.0010,7.2000
35.27,"","","",192.7997,7.6812,196.1370,15.3727,37.0010,7.1640
35.30,"","","",192.8070,7.6812,196.0728,15.3727,37.0010,7.1320
35.33,"","","",192.7573,7.5908,196.0206,15.3727,37.0010,7.1010
35.37,"","","",192.7600,7.5908,195.9992,15.3727,37.0000,7.1190
35.40,"","","",192.7844,7.5908,195.9498,15.4659,37.0000,7.1380
35.43,"","","",192.7654,7.6812,195.9228,15.4659,36.9990,7.1880
35.47,"","","",192.7591,7.6812,195.9442,15.4659,37.0000,7.2070
35.50,"","","",192.7437,7.6812,195.9283,15.3727,37.0000,7.2290
35.53,"","","",192.6741,7.8619,195.8724,15.3727,37.0010,7.1970
35.57,"","","",192.6552,7.8619,195.8454,15.3727,37.0010,7.1880
35.60,"","","",192.6452,7.8619,195.8063,15.3727,37.0000,7.1710
35.63,"","","",192.6452,7.7715,195.7634,15.3727,37.0010,7.1290
35.67,"","","",192.6642,7.5908,195.7290,15.3727,37.0020,7.0850
35.70,"","","",192.6723,7.5004,195.6973,15.3727,37.0020,7.0370
35.73,"","","",192.6289,7.4101,195.6777,15.3727,37.0020,7.0220
35.77,"","","",192.5648,7.5004,195.6451,15.3727,37.0010,6.9960
35.80,"","","",192.5711,7.5004,195.6349,15.2795,37.0010,6.9610
35.83,"","","",192.6118,7.4101,195.6013,15.1864,37.0000,6.9910
35.87,"","","",192.6181,7.2293,195.5519,15.1864,36.9990,7.0120
35.90,"","","",192.5928,7.0486,195.4988,15.0932,36.9990,7.0660
35.93,"","","",192.5612,7.0486,195.4933,15.0000,37.0000,7.0630
35.97,"","","",192.5115,7.0486,195.4923,14.9069,36.9990,7.0890
