"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
48.23,"","","",197.3497,6.9582,193.6336,14.6274,36.9990,9.1450
48.27,"","","",197.3154,6.8679,193.6308,14.6274,36.9980,9.1990
48.30,"","","",197.2955,6.8679,193.5991,14.6274,36.9970,9.2270
48.33,"","","",197.2828,6.7775,193.5991,14.4410,36.9980,9.2530
48.37,"","","",197.2819,6.6871,193.5982,14.2547,37.0000,9.2560
48.40,"","","",197.2602,6.5968,193.5787,14.1615,37.0000,9.2930
48.43,"","","",197.2394,6.5968,193.5572,13.9752,36.9990,9.3330
48.47,"","","",197.2485,6.6871,193.4957,13.8820,37.0010,9.2820
48.50,"","","",197.2304,6.8679,193.4613,13.7888,37.0020,9.2390
48.53,"","","",197.2160,6.9582,193.4268,13.7888,37.0010,9.2270
48.57,"","","",197.2132,6.9582,193.3811,13.7888,37.0020,9.1870
48.60,"","","",197.1897,6.9582,193.3299,13.8820,37.0020,9.1600
48.63,"","","",197.2087,6.8679,193.3215,13.9752,37.0010,9.1330
48.67,"","","",197.2132,6.6871,193.3010,14.0684,37.0010,9.1070
48.70,"","","",197.1952,6.5064,193.2787,14.0684,37.0000,9.1270
48.73,"","","",197.1708,6.4160,193.2554,14.1615,36.9990,9.1550
48.77,"","","",197.1391,6.4160,193.2162,14.2547,36.9990,9.1870
48.80,"","","",197.1184,6.5064,193.1864,14.2547,36.9990,9.2140
48.83,"","","",197.0786,6.5968,193.1799,14.2547,36.9990,9.2310
48.87,"","","",197.0759,6.5064,193.1380,14.2547,37.0010,9.1950
48.90,"","","",197.1120,6.3257,193.0867,14.3479,37.0020,9.1720
48.93,"","","",197.1030,6.2353,193.0476,14.4410,37.0010,9.1620
48.97,"","","",197.0334,6.2353,193.0346,14.5342,37.0000,9.1290
49.00,"","","",197.0190,6.2353,193.0569,14.3479,37.0000,9.1320
49.03,"","","",197.0280,6.1449,193.0113,14.3479,37.0000,9.1290
49.07,"","","",197.0126,6.1449,192.9507,14.3479,37.0000,9.1600
49.10,"","","",196.9765,6.1449,192.9237,14.3479,37.0000,9.1470
49.13,"","","",196.9304,6.3257,192.8799,14.3479,37.0010,9.1130
49.17,"","","",196.9467,6.4160,192.8259,14.4410,37.0010,9.0840
49.20,"","","",196.9946,6.3257,192.8072,14.3479,37.0010,9.0580
49.23,"","","",196.9846,6.2353,192.7718,14.3479,36.9990,9.0930
49.27,"","","",196.9385,6.2353,192.7262,14.3479,36.9980,9.1280
49.30,"","","",196.9159,6.2353,192.7159,14.4410,37.0000,9.1400
49.33,"","","",196.8933,6.2353,192.6945,14.5342,37.0000,9.1370
49.37,"","","",196.8906,6.3257,192.6908,14.5342,36.9990,9.1740
49.40,"","","",196.8942,6.4160,192.7131,14.4410,36.9980,9.2210
49.43,"","","",196.8861,6.4160,192.6712,14.4410,36.9990,9.2250
49.47,"","","",196.8653,6.4160,192.6442,14.4410,37.0000,9.1960
49.50,"","","",196.8256,6.5064,192.6125,14.4410,37.0010,9.1610
49.53,"","","",196.7741,6.5968,192.5818,14.4410,37.0010,9.1230
49.57,"","","",196.7560,6.6871,192.5287,14.5342,37.0000,9.1270
49.60,"","","",196.7361,6.7775,192.4700,14.6274,37.0010,9.1040
49.63,"","","",196.7144,6.9582,192.4234,14.7205,37.0010,9.0670
49.67,"","","",196.7171,7.1390,192.4113,14.8137,37.0010,9.0500
49.70,"","","",196.7289,7.1390,192.4047,14.7205,37.0000,9.0500
49.73,"","","",196.7388,7.1390,192.4159,14.5342,37.0010,9.0110
49.77,"","","",196.7397,7.2293,192.3833,14.4410,36.9990,9.0590
49.80,"","","",196.7388,7.1390,192.3507,14.3479,36.9990,9.0890
49.83,"","","",196.7216,7.1390,192.3097,14.2547,36.9990,9.1170
49.87,"","","",196.6665,7.1390,192.2566,14.2547,36.9990,9.1560
49.90,"","","",196.6114,7.2293,192.2240,14.2547,36.9990,9.1730
49.93,"","","",196.6033,7.3197,192.2287,14.2547,37.0000,9.2010
49.97,"","","",196.6069,7.3197,192.1951,14.2547,37.0010,9.1800
50.00,"","","",196.6222,7.3197,192.1457,14.2547,37.0000,9.1710
50.03,"","","",196.6105,7.2293,192.1411,14.2547,37.0010,9.1300
50.07,"","","",196.6186,7.0486,192.1178,14.1615,37.0010,9.1020
50.10,"","","",196.6150,6.9582,192.0880,14.0684,37.0010,9.0750
50.13,"","","",196.5662,6.9582,192.0526,14.0684,37.0010,9.0260
50.17,"","","",196.5518,7.0486,192.0041,14.0684,37.0000,9.0510
50.20,"","","",196.5391,7.0486,191.9929,13.9752,36.9990,9.0950
50.23,"","","",196.5066,6.9582,191.9948,13.9752,37.0000,9.1280
50.27,"","","",196.4966,6.9582,191.9510,13.9752,36.9990,9.1700
50.30,"","","",196.4505,7.0486,191.8867,13.9752,36.9990,9.1970
50.33,"","","",196.4695,7.0486,191.8625,13.8820,36.9990,9.2160
50.37,"","","",196.4677,7.0486,191.8467,13.8820,37.0010,9.1840
50.40,"","","",196.4560,7.0486,191.8280,13.7888,37.0010,9.1490
50.43,"","","",196.4840,6.9582,191.7908,13.7888,37.0010,9.1120
50.47,"","","",196.4686,6.9582,191.7516,13.8820,37.0000,9.0970
50.50,"","","",196.4271,6.9582,191.6920,13.9752,36.9990,9.1440
50.53,"","","",196.3972,6.8679,191.6575,14.1615,36.9990,9.1780
50.57,"","","",196.3819,6.7775,191.6231,14.3479,37.0000,9.1940
50.60,"","","",196.3828,6.7775,191.6082,14.4410,37.0000,9.1820
50.63,"","","",196.3629,6.6871,191.5755,14.6274,37.0000,9.1890
50.67,"","","",196.3439,6.6871,191.5513,14.7205,37.0000,9.1830
50.70,"","","",196.3051,6.6871,191.5150,14.8137,37.0020,9.1280
50.73,"","","",196.3087,6.6871,191.4991,14.8137,37.0000,9.1470
50.77,"","","",196.2861,6.5968,191.5103,14.7205,37.0010,9.1090
50.80,"","","",196.2418,6.6871,191.4842,14.6274,37.0000,9.1170
50.83,"","","",196.1966,6.7775,191.4367,14.5342,37.0000,9.1400
50.87,"","","",196.2075,6.8679,191.4060,14.5342,37.0000,9.1250
50.90,"","","",196.2337,6.9582,191.3696,14.5342,37.0010,9.0710
50.93,"","","",196.2273,7.0486,191.3622,14.5342,37.0010,9.0510
50.97,"","","",196.2273,7.1390,191.3277,14.6274,36.9990,9.1000
51.00,"","","",196.2093,7.1390,191.2895,14.7205,36.9990,9.1320
51.03,"","","",196.2147,7.1390,191.2578,14.7205,37.0000,9.1460
51.07,"","","",196.2273,7.0486,191.2206,14.7205,37.0000,9.1230
51.10,"","","",196.2210,6.8679,191.2131,14.6274,37.0000,9.1350
51.13,"","","",196.2301,6.6871,191.1908,14.5342,37.0020,9.0770
51.17,"","","",196.2210,6.4160,191.1563,14.5342,37.0010,9.0720
51.20,"","","",196.1623,6.4160,191.1255,14.5342,37.0000,9.0470
51.23,"","","",196.0981,6.5064,191.1125,14.5342,37.0010,9.0240
51.27,"","","",196.1035,6.5968,191.0939,14.4410,36.9990,9.0720
51.30,"","","",196.0909,6.5968,191.0650,14.3479,36.9980,9.0930
51.33,"","","",196.0846,6.5968,191.0436,14.2547,36.9990,9.1080
51.37,"","","",196.0683,6.5968,190.9979,14.2547,36.9990,9.1390
51.40,"","","",196.0303,6.5968,190.9830,14.1615,36.9990,9.1670
51.43,"","","",196.0050,6.5968,190.9196,14.0684,37.0020,9.1160
51.47,"","","",195.9960,6.5968,190.8889,14.0684,37.0010,9.0990
51.50,"","","",196.0096,6.5968,190.8805,14.0684,37.0010,9.0720
51.53,"","","",195.9834,6.5968,190.8460,14.0684,37.0000,9.1060
51.57,"","","",195.9581,6.6871,190.7892,13.9752,37.0000,9.1140
51.60,"","","",195.9581,6.6871,190.7799,13.9752,37.0010,9.0910
51.63,"","","",195.9337,6.8679,190.7948,13.8820,37.0010,9.0660
51.67,"","","",195.9138,6.8679,190.7445,13.7888,36.9990,9.1020
51.70,"","","",195.9409,6.8679,190.7156,13.7888,36.9990,9.1390
51.73,"","","",195.9147,6.8679,190.6513,13.7888,37.0000,9.1240
51.77,"","","",195.8722,6.8679,190.6411,13.6957,37.0010,9.1010
51.80,"","","",195.8686,6.7775,190.6122,13.6957,37.0020,9.0490
51.83,"","","",195.8903,6.6871,190.5852,13.7888,37.0010,9.0250
51.87,"","","",195.8641,6.6871,190.6075,13.7888,37.0000,9.0590
51.90,"","","",195.8135,6.7775,190.6187,13.6957,36.9990,9.0830
51.93,"","","",195.7981,6.7775,190.5786,13.6025,36.9990,9.1190
51.97,"","","",195.7547,6.8679,190.4995,13.6025,37.0000,9.1080
52.00,"","","",195.7620,6.9582,190.4445,13.6957,37.0020,9.0600
52.03,"","","",195.7891,6.9582,190.4259,13.7888,37.0020,9.0330
52.07,"","","",195.7845,6.9582,190.3849,13.8820,37.0020,9.0020
52.10,"","","",195.7484,6.9582,190.3588,13.8820,37.0010,8.9770
52.13,"","","",195.7357,7.0486,190.3364,13.8820,37.0000,8.9760
52.17,"","","",195.7475,7.1390,190.3290,13.8820,36.9990,9.0130
52.20,"","","",195.7511,7.2293,190.3159,13.8820,37.0000,9.0380
52.23,"","","",195.6743,7.3197,190.2544,13.8820,37.0000,9.0610
52.27,"","","",195.6716,7.4101,190.2302,13.8820,36.9990,9.1000
52.30,"","","",195.6978,7.3197,190.2255,13.8820,37.0010,9.0510
52.33,"","","",195.6436,7.4101,190.2050,13.8820,37.0030,9.0140
52.37,"","","",195.5903,7.5004,190.1818,13.7888,37.0020,8.9970
52.40,"","","",195.5731,7.5004,190.1538,13.8820,37.0000,8.9910
52.43,"","","",195.6029,7.4101,190.1054,13.8820,37.0000,8.9730
52.47,"","","",195.6165,7.2293,190.1100,13.7888,37.0010,8.9240
52.50,"","","",195.6047,7.0486,190.0942,13.6957,37.0020,8.9090
52.53,"","","",195.5686,6.9582,190.0131,13.7888,37.0010,8.8820
52.57,"","","",195.5469,6.9582,189.9581,13.7888,37.0010,8.8680
52.60,"","","",195.5613,6.9582,189.9181,13.8820,37.0000,8.9080
52.63,"","","",195.5650,6.8679,189.9218,13.8820,36.9980,8.9510
52.67,"","","",195.5288,6.7775,189.8836,13.8820,36.9980,8.9990
52.70,"","","",195.4909,6.7775,189.8221,13.9752,36.9980,9.0320
52.73,"","","",195.4945,6.7775,189.8175,13.9752,36.9980,9.0660
52.77,"","","",195.4936,6.7775,189.7932,14.0684,36.9980,9.0820
52.80,"","","",195.4529,6.7775,189.7392,14.1615,36.9990,9.0910
52.83,"","","",195.4113,6.8679,189.6889,14.3479,37.0000,9.1230
52.87,"","","",195.4267,6.8679,189.6889,14.4410,37.0010,9.0770
52.90,"","","",195.4430,6.8679,189.6898,14.4410,37.0010,9.0630
52.93,"","","",195.4258,6.7775,189.6908,14.4410,37.0010,9.0360
52.97,"","","",195.4384,6.6871,189.6600,14.4410,37.0020,8.9750
53.00,"","","",195.3905,6.7775,189.6125,14.4410,37.0010,8.9590
53.03,"","","",195.3381,6.7775,189.5762,14.4410,37.0000,8.9600
53.07,"","","",195.3463,6.6871,189.5333,14.5342,36.9990,8.9940
53.10,"","","",195.3436,6.7775,189.5007,14.6274,36.9990,9.0180
53.13,"","","",195.3038,6.7775,189.4774,14.7205,36.9990,9.0580
53.17,"","","",195.2487,6.8679,189.4560,14.7205,36.9980,9.1040
53.20,"","","",195.2405,6.8679,189.4234,14.7205,37.0000,9.1080
53.23,"","","",195.2884,6.9582,189.3777,14.6274,37.0000,9.1190
53.27,"","","",195.2776,6.9582,189.3712,14.5342,37.0010,9.0810
53.30,"","","",195.2098,7.1390,189.3116,14.5342,37.0030,9.0370
53.33,"","","",195.2044,7.2293,189.2836,14.6274,37.0020,9.0090
53.37,"","","",195.2071,7.2293,189.2668,14.7205,37.0030,8.9760
53.40,"","","",195.2071,7.1390,189.2370,14.8137,37.0010,8.9750
53.43,"","","",195.2161,7.1390,189.2035,14.8137,37.0010,8.9380
53.47,"","","",195.1899,7.1390,189.2193,14.8137,37.0020,8.8910
53.50,"","","",195.1610,7.0486,189.1914,14.8137,37.0020,8.8470
53.53,"","","",195.1511,6.9582,189.1653,14.7205,37.0010,8.8310
53.57,"","","",195.1411,7.0486,189.0833,14.7205,37.0000,8.8210
53.60,"","","",195.0978,7.0486,189.0321,14.8137,36.9980,8.8840
53.63,"","","",195.0860,7.0486,189.0395,14.8137,36.9970,8.9440
53.67,"","","",195.0725,7.1390,189.0349,14.7205,36.9980,8.9500
53.70,"","","",195.0688,7.2293,189.0227,14.6274,36.9990,8.9850
53.73,"","","",195.0408,7.3197,189.0144,14.4410,36.9980,9.0210
53.77,"","","",195.0553,7.3197,188.9883,14.3479,36.9980,9.0460
53.80,"","","",195.0670,7.2293,188.9417,14.1615,36.9990,9.0620
53.83,"","","",195.0598,7.1390,188.9072,13.9752,37.0010,9.0290
53.87,"","","",195.0444,7.1390,188.8625,13.9752,37.0000,9.0160
53.90,"","","",195.0065,7.1390,188.8439,13.8820,37.0000,9.0500
53.93,"","","",194.9740,7.0486,188.8299,13.8820,37.0000,9.0470
53.97,"","","",194.9613,7.0486,188.8019,13.7888,37.0000,9.0280
54.00,"","","",194.9685,6.9582,188.7665,13.7888,37.0000,9.0100
54.03,"","","",194.9975,6.8679,188.7302,13.7888,37.0010,8.9750
54.07,"","","",195.0137,6.6871,188.7088,13.7888,37.0010,8.9380
54.10,"","","",194.9902,6.5064,188.6920,13.6957,37.0000,8.9560
54.13,"","","",194.9532,6.4160,188.6529,13.7888,37.0000,8.9810
54.17,"","","",194.9143,6.5064,188.6100,13.8820,37.0000,9.0030
54.20,"","","",194.9360,6.4160,188.5755,13.8820,37.0010,8.9830
54.23,"","","",194.9080,6.2353,188.5746,13.8820,37.0000,8.9620
54.27,"","","",194.8709,6.2353,188.5373,13.7888,37.0000,8.9520
54.30,"","","",194.8646,6.0546,188.5094,13.6957,37.0000,8.9450
54.33,"","","",194.8565,6.0546,188.4870,13.6957,36.9990,8.9930
54.37,"","","",194.8194,6.0546,188.4842,13.6025,37.0000,8.9900
54.40,"","","",194.8249,6.0546,188.4619,13.5093,37.0000,9.0140
54.43,"","","",194.8366,5.9642,188.4116,13.5093,37.0000,9.0440
54.47,"","","",194.8023,5.9642,188.3650,13.5093,37.0000,9.0620
54.50,"","","",194.7580,6.0546,188.3501,13.5093,37.0010,9.0290
54.53,"","","",194.7616,6.1449,188.3165,13.5093,37.0030,8.9830
54.57,"","","",194.7571,6.1449,188.2867,13.5093,37.0020,8.9730
54.60,"","","",194.7408,6.1449,188.2504,13.6025,37.0020,8.9200
54.63,"","","",194.7589,6.1449,188.2131,13.6957,37.0030,8.9040
54.67,"","","",194.7598,6.1449,188.2001,13.6957,37.0010,8.8850
54.70,"","","",194.7390,6.0546,188.1880,13.7888,37.0010,8.8490
54.73,"","","",194.7101,6.0546,188.1712,13.7888,37.0010,8.8250
54.77,"","","",194.6776,6.0546,188.1069,13.8820,37.0000,8.8260
54.80,"","","",194.6911,5.9642,188.0892,13.8820,37.0000,8.8240
54.83,"","","",194.7309,5.8738,188.0380,13.8820,36.9980,8.8830
54.87,"","","",194.7001,5.7835,188.0417,13.8820,36.9980,8.9180
54.90,"","","",194.6523,5.7835,187.9951,13.9752,36.9980,8.9390
54.93,"","","",194.6152,5.8738,187.9494,14.1615,36.9980,8.9610
54.97,"","","",194.5519,6.1449,187.9159,14.2547,36.9990,8.9730
55.00,"","","",194.5095,6.3257,187.8572,14.4410,37.0000,9.0000
55.03,"","","",194.5303,6.5064,187.8414,14.4410,37.0010,8.9730
55.07,"","","",194.5763,6.5968,187.8330,14.4410,37.0020,8.9140
55.10,"","","",194.5718,6.5968,187.8153,14.4410,37.0000,8.9290
55.13,"","","",194.5483,6.5968,187.7873,14.4410,37.0010,8.8880
55.17,"","","",194.5140,6.5968,187.7743,14.4410,37.0010,8.8670
55.20,"","","",194.4688,6.6871,187.7408,14.4410,37.0010,8.8230
55.23,"","","",194.5113,6.6871,187.7026,14.5342,37.0000,8.8100
55.27,"","","",194.4950,6.7775,187.6876,14.4410,37.0010,8.7860
55.30,"","","",194.4390,6.9582,187.6625,14.4410,37.0000,8.7800
55.33,"","","",194.4281,7.0486,187.6140,14.4410,36.9990,8.8330
55.37,"","","",194.4065,7.0486,187.5805,14.5342,36.9980,8.8760
55.40,"","","",194.4119,7.0486,187.5591,14.5342,36.9980,8.8990
55.43,"","","",194.4345,6.8679,187.5209,14.5342,36.9990,8.9170
55.47,"","","",194.3938,6.8679,187.4855,14.5342,36.9980,8.9610
55.50,"","","",194.3938,6.8679,187.4762,14.6274,36.9980,9.0080
55.53,"","","",194.3676,6.8679,187.4901,14.5342,37.0000,8.9910
55.57,"","","",194.3568,6.8679,187.4752,14.4410,37.0000,8.9730
55.60,"","","",194.3378,6.8679,187.4305,14.3479,37.0020,8.9140
55.63,"","","",194.3333,6.8679,187.3718,14.3479,36.9990,8.9660
55.67,"","","",194.3441,6.8679,187.2973,14.4410,36.9990,8.9910
55.70,"","","",194.3134,6.8679,187.2656,14.4410,37.0000,8.9810
55.73,"","","",194.2962,6.8679,187.2581,14.4410,37.0000,9.0000
55.77,"","","",194.3025,6.7775,187.2414,14.4410,37.0020,8.9500
55.80,"","","",194.2718,6.7775,187.2386,14.3479,37.0010,8.9370
55.83,"","","",194.1968,6.9582,187.2144,14.3479,37.0000,8.9790
55.87,"","","",194.1959,7.0486,187.1603,14.3479,37.0020,8.9320
55.90,"","","",194.2230,7.0486,187.1026,14.3479,37.0020,8.9090
55.93,"","","",194.1842,7.1390,187.0513,14.4410,37.0010,8.8700
55.97,"","","",194.1805,7.1390,187.0653,14.4410,37.0000,8.8610
56.00,"","","",194.1507,7.1390,187.0196,14.5342,37.0010,8.8390
56.03,"","","",194.1254,7.1390,186.9870,14.5342,36.9990,8.8640
56.07,"","","",194.1462,7.1390,187.0019,14.3479,36.9990,8.8910
56.10,"","","",194.1860,7.0486,186.9656,14.3479,36.9990,8.9150
56.13,"","","",194.1950,6.8679,186.8640,14.4410,36.9980,8.9490
56.17,"","","",194.1796,6.5968,186.8417,14.5342,37.0000,8.9440
56.20,"","","",194.1679,6.3257,186.8557,14.5342,37.0010,8.9110
56.23,"","","",194.1227,6.2353,186.8137,14.5342,37.0010,8.8800
56.27,"","","",194.0920,6.1449,186.7793,14.6274,37.0010,8.8580
56.30,"","","",194.0278,6.3257,186.7588,14.6274,37.0010,8.8250
56.33,"","","",194.0405,6.5064,186.7504,14.7205,37.0010,8.7940
56.37,"","","",194.0088,6.5968,186.7355,14.8137,37.0000,8.7980
56.40,"","","",194.0215,6.5968,186.7140,14.7205,36.9990,8.8410
56.43,"","","",194.0432,6.5064,186.7001,14.7205,36.9990,8.8730
56.47,"","","",193.9908,6.4160,186.6358,14.7205,36.9970,8.9260
56.50,"","","",193.9384,6.5064,186.6227,14.6274,36.9980,8.9470
56.53,"","","",193.9302,6.6871,186.5743,14.6274,36.9990,8.9520
56.57,"","","",193.9492,6.6871,186.5696,14.5342,37.0020,8.8960
56.60,"","","",193.9501,6.5968,186.5435,14.5342,37.0010,8.8820
56.63,"","","",193.9528,6.5968,186.4848,14.4410,36.9990,8.9370
56.67,"","","",193.9438,6.5968,186.4401,14.5342,36.9990,8.9510
56.70,"","","",193.9266,6.5968,186.4289,14.5342,37.0000,8.9670
56.73,"","","",193.9176,6.5968,186.4140,14.5342,37.0010,8.9390
56.77,"","","",193.9149,6.5064,186.3963,14.4410,37.0000,8.9130
56.80,"","","",193.9194,6.4160,186.3563,14.5342,37.0000,8.8870
56.83,"","","",193.8760,6.3257,186.3237,14.4410,37.0000,8.8700
56.87,"","","",193.8100,6.4160,186.3050,14.3479,37.0000,8.8850
56.90,"","","",193.7983,6.5064,186.2845,14.1615,36.9990,8.9290
56.93,"","","",193.7739,6.5968,186.2519,14.0684,36.9990,8.9570
56.97,"","","",193.7585,6.6871,186.2370,13.9752,36.9990,8.9690
57.00,"","","",193.7748,6.5968,186.2100,13.9752,37.0010,8.9360
57.03,"","","",193.8100,6.5064,186.1737,13.9752,37.0020,8.8840
57.07,"","","",193.7540,6.5064,186.1066,13.9752,37.0020,8.8560
57.10,"","","",193.7441,6.5064,186.0805,14.0684,37.0010,8.8380
57.13,"","","",193.7558,6.4160,186.0637,13.9752,37.0010,8.8150
57.17,"","","",193.7115,6.5968,186.0116,13.9752,37.0000,8.8300
57.20,"","","",193.7142,6.5968,186.0041,13.9752,36.9990,8.8680
57.23,"","","",193.7468,6.5968,185.9724,13.9752,37.0000,8.8920
57.27,"","","",193.7142,6.5968,185.9137,14.1615,37.0000,8.9090
57.30,"","","",193.7079,6.5064,185.8895,14.1615,37.0000,8.8850
57.33,"","","",193.7079,6.5064,185.8774,14.2547,37.0010,8.8440
57.37,"","","",193.6546,6.5968,185.8737,14.2547,37.0010,8.8240
57.40,"","","",193.6248,6.6871,185.8513,14.1615,36.9990,8.8630
57.43,"","","",193.6022,6.6871,185.8355,14.0684,36.9990,8.8820
57.47,"","","",193.5977,6.5968,185.8243,14.1615,37.0000,8.9190
57.50,"","","",193.5850,6.5064,185.7563,14.2547,37.0010,8.8780
57.53,"","","",193.6185,6.3257,185.7144,14.2547,37.0000,8.8620
57.57,"","","",193.6085,6.1449,185.7041,14.2547,37.0010,8.8280
57.60,"","","",193.5904,6.1449,185.7144,14.2547,37.0000,8.8390
57.63,"","","",193.5290,6.2353,185.6929,14.2547,37.0000,8.8710
57.67,"","","",193.5019,6.3257,185.6324,14.1615,37.0000,8.8560
57.70,"","","",193.4910,6.4160,185.5867,14.1615,37.0000,8.8310
57.73,"","","",193.4540,6.5064,185.5299,14.2547,37.0010,8.8050
57.77,"","","",193.4395,6.5968,185.5159,14.1615,36.9990,8.8330
57.80,"","","",193.4576,6.5968,185.4880,14.2547,37.0010,8.8100
57.83,"","","",193.4847,6.6871,185.4404,14.2547,37.0010,8.7810
57.87,"","","",193.4531,6.7775,185.4013,14.3479,37.0000,8.7470
57.90,"","","",193.3844,6.8679,185.3845,14.3479,36.9990,8.7780
57.93,"","","",193.4097,6.8679,185.3463,14.4410,37.0000,8.8010
57.97,"","","",193.4314,6.8679,185.3482,14.4410,36.9990,8.8390
58.00,"","","",193.4332,6.7775,185.3230,14.4410,37.0000,8.8670
58.03,"","","",193.3709,6.7775,185.2774,14.5342,37.0010,8.8270
58.07,"","","",193.3546,6.6871,185.2513,14.5342,37.0010,8.7960
58.10,"","","",193.3672,6.6871,185.2206,14.5342,37.0010,8.7590
58.13,"","","",193.3600,6.5064,185.1926,14.6274,37.0000,8.7660
58.17,"","","",193.3718,6.4160,185.1824,14.5342,37.0020,8.7020
58.20,"","","",193.3654,6.4160,185.1525,14.5342,37.0010,8.6860
58.23,"","","",193.3347,6.4160,185.1190,14.5342,37.0000,8.7190
58.27,"","","",193.2959,6.5064,185.0939,14.4410,36.9990,8.7560
58.30,"","","",193.2696,6.5968,185.0752,14.4410,36.9990,8.7950
58.33,"","","",193.3004,6.5968,185.0650,14.2547,37.0000,8.8150
58.37,"","","",193.2751,6.5064,185.0212,14.2547,37.0000,8.8290
58.40,"","","",193.2218,6.5968,184.9783,14.2547,37.0000,8.8050
58.43,"","","",193.2064,6.6871,184.9616,14.2547,37.0000,8.7710
58.47,"","","",193.1974,6.6871,184.9196,14.2547,36.9990,8.8090
58.50,"","","",193.1829,6.6871,184.8749,14.3479,37.0000,8.8120
58.53,"","","",193.1657,6.7775,184.8339,14.3479,37.0010,8.7830
58.57,"","","",193.1820,6.6871,184.7789,14.5342,37.0000,8.7830
58.60,"","","",193.1666,6.5968,184.7752,14.6274,36.9990,8.8210
58.63,"","","",193.1522,6.5968,184.7715,14.7205,37.0000,8.8280
58.67,"","","",193.1449,6.4160,184.7650,14.7205,37.0020,8.7830
58.70,"","","",193.1495,6.4160,184.7342,14.6274,36.9990,8.8270
58.73,"","","",193.1504,6.3257,184.7007,14.6274,36.9980,8.8640
58.77,"","","",193.1350,6.3257,184.6755,14.5342,36.9990,8.8650
58.80,"","","",193.1251,6.2353,184.6494,14.4410,36.9990,8.9050
58.83,"","","",193.1088,6.2353,184.6429,14.3479,36.9990,8.9360
58.87,"","","",193.0772,6.1449,184.6271,14.2547,37.0020,8.8800
58.90,"","","",193.0537,6.0546,184.5945,14.1615,37.0030,8.8360
58.93,"","","",193.0257,6.0546,184.5693,13.9752,37.0020,8.8070
58.97,"","","",192.9868,6.1449,184.5330,13.7888,37.0010,8.7920
59.00,"","","",193.0004,6.1449,184.4920,13.6957,37.0010,8.7680
59.03,"","","",193.0464,6.1449,184.4622,13.6025,37.0010,8.7350
59.07,"","","",193.0555,6.1449,184.4333,13.6025,37.0000,8.7110
59.10,"","","",192.9931,6.1449,184.3876,13.6025,37.0000,8.7280
59.13,"","","",192.9723,6.2353,184.3588,13.6025,37.0000,8.7250
59.17,"","","",192.9913,6.1449,184.3513,13.6025,36.9990,8.7560
59.20,"","","",192.9904,6.0546,184.3159,13.6957,36.9990,8.7820
59.23,"","","",192.9479,6.1449,184.2712,13.6957,36.9990,8.8110
59.27,"","","",192.9299,6.1449,184.2283,13.7888,37.0010,8.7760
59.30,"","","",192.9028,6.1449,184.2069,13.8820,37.0000,8.7750
59.33,"","","",192.8756,6.1449,184.1696,13.8820,37.0000,8.7450
59.37,"","","",192.8413,6.2353,184.1519,13.9752,37.0000,8.7150
59.40,"","","",192.8241,6.4160,184.1119,14.0684,36.9990,8.7670
59.43,"","","",192.8088,6.5064,184.1091,14.0684,37.0020,8.6960
59.47,"","","",192.8259,6.5064,184.0625,14.1615,37.0020,8.6880
59.50,"","","",192.8106,6.5064,183.9945,14.2547,37.0000,8.7000
59.53,"","","",192.8043,6.4160,183.9824,14.2547,36.9990,8.7330
59.57,"","","",192.8449,6.3257,183.9628,14.3479,36.9990,8.7680
59.60,"","","",192.8061,6.3257,183.9265,14.4410,36.9980,8.7970
59.63,"","","",192.7880,6.3257,183.9060,14.4410,37.0000,8.8110
59.67,"","","",192.7374,6.3257,183.8789,14.4410,37.0000,8.8340
59.70,"","","",192.6922,6.4160,183.8640,14.4410,37.0010,8.7800
59.73,"","","",192.7356,6.4160,183.8435,14.4410,37.0020,8.7450
59.77,"","","",192.7401,6.5064,183.8435,14.3479,37.0020,8.7190
59.80,"","","",192.7311,6.5064,183.8314,14.2547,37.0010,8.7010
59.83,"","","",192.6859,6.5968,183.7793,14.2547,36.9990,8.7490
59.87,"","","",192.6190,6.7775,183.7261,14.3479,37.0010,8.7060
59.90,"","","",192.6289,6.8679,183.7355,14.4410,37.0000,8.7250
59.93,"","","",192.6606,6.8679,183.7196,14.4410,36.9980,8.7770
59.97,"","","",192.6705,6.8679,183.6749,14.4410,36.9990,8.7870
60.00,"","","",192.6235,6.8679,183.6293,14.3479,37.0000,8.7990
60.03,"","","",192.6073,6.8679,183.6106,14.3479,37.0010,8.7810
60.07,"","","",192.6289,6.7775,183.5836,14.3479,37.0010,8.7620
60.10,"","","",192.5991,6.6871,183.5519,14.3479,37.0010,8.7070
60.13,"","","",192.5747,6.6871,183.5119,14.3479,36.9990,8.7530
60.17,"","","",192.5431,6.6871,183.4643,14.3479,36.9990,8.7780
60.20,"","","",192.5494,6.5968,183.4448,14.2547,36.9980,8.8310
60.23,"","","",192.5548,6.5968,183.4224,14.1615,37.0000,8.7960
60.27,"","","",192.5368,6.5968,183.3898,14.1615,37.0000,8.7830
60.30,"","","",192.5097,6.6871,183.3786,14.0684,37.0000,8.7990
60.33,"","","",192.4789,6.7775,183.3432,13.9752,37.0010,8.7670
60.37,"","","",192.4862,6.6871,183.3069,13.9752,37.0000,8.7850
